INSTRUMENT_TYPE_ID,TICKER_ID,TICKER_CODE,COUNTRY_NAME,COUNTRY_CODE,COUNTRY_CODE_2,PLUS500
1,414,PR15X.BA,Argentina,1,AR,0
1,415,RAC2O.BA,Argentina,1,AR,0
1,416,RCC8O.BA,Argentina,1,AR,0
1,417,RICLO.BA,Argentina,1,AR,0
1,418,RICGO.BA,Argentina,1,AR,0
1,419,RIK4O.BA,Argentina,1,AR,0
1,420,RICMO.BA,Argentina,1,AR,0
1,421,RIK2O.BA,Argentina,1,AR,0
1,422,RIK2P.BA,Argentina,1,AR,0
1,423,RIH2P.BA,Argentina,1,AR,0
1,424,RIH1O.BA,Argentina,1,AR,0
1,425,RICFO.BA,Argentina,1,AR,0
1,426,RIK1O.BA,Argentina,1,AR,0
1,427,RIJ2P.BA,Argentina,1,AR,0
1,428,RIK3O.BA,Argentina,1,AR,0
1,429,RIH2O.BA,Argentina,1,AR,0
1,430,RICOO.BA,Argentina,1,AR,0
1,431,RIJ1O.BA,Argentina,1,AR,0
1,432,RICNO.BA,Argentina,1,AR,0
1,433,RNG22.BA,Argentina,1,AR,0
1,434,SCCO.BA,Argentina,1,AR,0
1,435,SD13B.BA,Argentina,1,AR,0
1,436,SNS1O.BA,Argentina,1,AR,0
1,437,SSC5V.BA,Argentina,1,AR,0
1,438,SV3GO.BA,Argentina,1,AR,0
1,439,TSC11.BA,Argentina,1,AR,0
1,440,TSC12.BA,Argentina,1,AR,0
1,441,TSCH7.BA,Argentina,1,AR,0
1,442,TSCH8.BA,Argentina,1,AR,0
1,443,TUBB1.BA,Argentina,1,AR,0
1,444,TVPYD.BA,Argentina,1,AR,0
1,445,TVY0.BA,Argentina,1,AR,0
1,446,TVPPX.BA,Argentina,1,AR,0
1,447,TVPYX.BA,Argentina,1,AR,0
1,448,TVPE.BA,Argentina,1,AR,0
1,449,VC05A.BA,Argentina,1,AR,0
1,450,VC03B.BA,Argentina,1,AR,0
1,451,BAE17.BA,Argentina,1,AR,0
1,452,COLOX.BA,Argentina,1,AR,0
1,453,PARPX.BA,Argentina,1,AR,0
1,454,PRO9.BA,Argentina,1,AR,0
1,455,SARH.BA,Argentina,1,AR,0
1,456,TRCNO.BA,Argentina,1,AR,0
1,457,BMH.AX,Australia,2,AS,0
1,458,BRK.AX,Australia,2,AS,0
1,459,MTU.AX,Australia,2,AS,0
1,460,MPX.AX,Australia,2,AS,0
1,461,GPH.AX,Australia,2,AS,0
1,462,PRA.AX,Australia,2,AS,0
1,463,ICG.AX,Australia,2,AS,0
1,464,DLS.AX,Australia,2,AS,0
1,465,CLA.AX,Australia,2,AS,0
1,466,OXXCB.AX,Australia,2,AS,0
1,467,CBS.AX,Australia,2,AS,0
1,468,VELCP.AX,Australia,2,AS,0
1,469,ORG.AX,Australia,2,AS,1
1,470,ANZ.AX,Australia,2,AS,1
1,471,XRF.AX,Australia,2,AS,0
1,472,WOW.AX,Australia,2,AS,1
1,473,WAT.AX,Australia,2,AS,0
1,474,QBE.AX,Australia,2,AS,1
1,475,MDG.AX,Australia,2,AS,0
1,476,VTX.AX,Australia,2,AS,0
1,477,BXB.AX,Australia,2,AS,1
1,478,BHP.AX,Australia,2,AS,1
1,479,WVL.AX,Australia,2,AS,0
1,480,WRR.AX,Australia,2,AS,0
1,481,STO.AX,Australia,2,AS,1
1,482,NHH.AX,Australia,2,AS,0
1,483,NEN.AX,Australia,2,AS,0
1,484,NDO.AX,Australia,2,AS,0
1,485,MQG.AX,Australia,2,AS,1
1,486,MCX.AX,Australia,2,AS,0
1,487,KTE.AX,Australia,2,AS,0
1,488,KIK.AX,Australia,2,AS,0
1,489,IPT.AX,Australia,2,AS,0
1,490,BMP.AX,Australia,2,AS,0
1,491,ZYL.AX,Australia,2,AS,0
1,492,WPL.AX,Australia,2,AS,1
1,493,WNS.AX,Australia,2,AS,0
1,494,WHC.AX,Australia,2,AS,0
1,495,WES.AX,Australia,2,AS,1
1,496,WDS.AX,Australia,2,AS,0
1,497,WCC.AX,Australia,2,AS,0
1,498,VMS.AX,Australia,2,AS,0
1,499,VKA.AX,Australia,2,AS,0
1,500,UCW.AX,Australia,2,AS,0
1,501,TZL.AX,Australia,2,AS,0
1,502,TLS.AX,Australia,2,AS,1
1,503,SXL.AX,Australia,2,AS,0
1,504,REA.AX,Australia,2,AS,1
1,505,PBD.AX,Australia,2,AS,0
1,506,NMS.AX,Australia,2,AS,0
1,507,NME.AX,Australia,2,AS,0
1,508,NFE.AX,Australia,2,AS,0
1,509,NAB.AX,Australia,2,AS,1
1,510,LER.AX,Australia,2,AS,0
1,511,LCT.AX,Australia,2,AS,0
1,512,LAU.AX,Australia,2,AS,0
1,513,KOV.AX,Australia,2,AS,0
1,514,KME.AX,Australia,2,AS,0
1,515,KBC.AX,Australia,2,AS,0
1,516,IRI.AX,Australia,2,AS,0
1,517,HIL.AX,Australia,2,AS,0
1,518,CPU.AX,Australia,2,AS,1
1,519,CMW.AX,Australia,2,AS,0
1,520,CBA.AX,Australia,2,AS,1
1,521,BBG.AX,Australia,2,AS,0
1,522,ANN.AX,Australia,2,AS,1
1,523,PNA.AX,Australia,2,AS,0
1,524,ZRL.AX,Australia,2,AS,0
1,525,ZGL.AX,Australia,2,AS,0
1,526,WSA.AX,Australia,2,AS,0
1,527,WOR.AX,Australia,2,AS,1
1,528,WEC.AX,Australia,2,AS,0
1,529,WBC.AX,Australia,2,AS,1
1,530,WBA.AX,Australia,2,AS,0
1,531,SDL.AX,Australia,2,AS,0
1,532,VIP.AX,Australia,2,AS,0
1,533,VII.AX,Australia,2,AS,0
1,534,VIE.AX,Australia,2,AS,0
1,535,UGL.AX,Australia,2,AS,0
1,536,TPM.AX,Australia,2,AS,1
1,537,TGZ.AX,Australia,2,AS,0
1,538,TGR.AX,Australia,2,AS,0
1,539,TCN.AX,Australia,2,AS,0
1,540,TCL.AX,Australia,2,AS,1
1,541,SUD.AX,Australia,2,AS,0
1,542,RRS.AX,Australia,2,AS,0
1,543,RHC.AX,Australia,2,AS,1
1,544,PLS.AX,Australia,2,AS,0
1,545,OZL.AX,Australia,2,AS,1
1,546,OKU.AX,Australia,2,AS,0
1,547,NSX.AX,Australia,2,AS,0
1,548,NOE.AX,Australia,2,AS,0
1,549,NML.AX,Australia,2,AS,0
1,550,MYR.AX,Australia,2,AS,0
1,551,MOC.AX,Australia,2,AS,0
1,552,MMR.AX,Australia,2,AS,0
1,553,MKO.AX,Australia,2,AS,0
