,ticker,exchange
1093,HLAG,FRA
1094,ZIL2,FRA
1095,OSR,FRA
1096,BOSS,FRA
1097,MOR,FRA
1098,1U1.DE,FRA
1099,EVD,FRA
1100,SHL.DE,FRA
1101,VNA.DE,FRA
1102,HNR1.DE,FRA
1103,KBX.DE,FRA
1104,SRT.DE,FRA
1105,MTX.DE,FRA
1106,HOT.DE,FRA
1107,TLX.DE,FRA
1108,AT1.DE,FRA
1109,AFX.DE,FRA
1110,LEG.DE,FRA
1111,FRA.DE,FRA
1112,RAA.DE,FRA
1113,DHER.DE,FRA
1114,DWS.DE,FRA
1115,NEM.DE,FRA
1116,B4B.DE,FRA
1117,FIE.DE,FRA
1118,G24.DE,FRA
1119,WCH.DE,FRA
1120,GLJ.DE,FRA
1121,SIX2.DE,FRA
1122,BC8.DE,FRA
1123,PSM.DE,FRA
1124,SAX.DE,FRA
1125,COP.DE,FRA
1126,TLG.DE,FRA
1127,KRN.DE,FRA
1128,DUE.DE,FRA
1129,ADJ.DE,FRA
1130,NDA.DE,FRA
1131,PUM.DE,FRA
1132,RHM.DE,FRA
1133,VOE.DE,FRA
1134,JEN.DE,FRA
1135,JUN3.DE,FRA
1136,SFT,OTC Markets Stock Exchange
1137,HILS,LSE
1138,MGAM,LSE
1139,COA,LSE
1140,DPH,LSE
1141,MSLH,LSE
1142,HWDN,LSE
1143,SNR,LSE
1144,OSB,LSE
1145,SXS,LSE
1146,SPX,LSE
1147,TCAP,LSE
1148,FSJ,LSE
1149,BBY.L,LSE
1150,RMV,LSE
1151,SHI,LSE
1152,SYNT.L,LSE
1153,HAS,LSE
1154,RCP,LSE
1155,UTG,LSE
1156,SMDS,LSE
1157,HTG,LSE
1158,BOY,LSE
1159,ESNT.L,LSE
1160,IGG,LSE
1161,DTY,LSE
1162,RNK,LSE
1163,RSW.L,LSE
1164,PTEC,LSE
1165,CRST,LSE
1166,RDW,LSE
1167,DRX,LSE
1168,CCC,LSE
1169,ESKN,LSE
1170,DLN,LSE
1171,RTN.L,LSE
1172,BCPT,LSE
1173,POLY.L,LSE
1174,IWG,LSE
1175,CAPC,LSE
1176,GFTU,LSE
1177,TMPL,LSE
1178,CKN,LSE
1179,GRG,LSE
1180,ELM,LSE
1181,RAT,LSE
1182,PAGE,LSE
1183,SVS,LSE
1184,PHNX,LSE
1185,SGC,LSE
1186,ULE,LSE
1187,NEX,LSE
1188,ASCL,LSE
1189,CEY,LSE
1190,LMP,LSE
1191,AUTO,LSE
1192,ATST,LSE
1193,HOC,LSE
1194,WG,LSE
1195,GEN,LSE
1196,HIK,LSE
1197,CURY,LSE
1198,HICL,LSE
1199,FDM,LSE
1200,CINE,LSE
1201,ROR,LSE
1202,BKG,LSE
1203,TRIG,LSE
1204,EVR,LSE
1205,IBST,LSE
1206,EMG,LSE
1207,REDD,LSE
1208,HSX,LSE
1209,FXPO,LSE
1210,VSVS,LSE
1211,UKCM,LSE
1212,LRE,LSE
1213,PZC,LSE
1214,INCH,LSE
1215,DOM,LSE
1216,HFD,LSE
1217,MONY,LSE
1218,QQ,LSE
1219,BEZ,LSE
1220,JUP,LSE
1221,INVP,LSE
1222,CTY,LSE
1223,BBOX,LSE
1224,SAFE,LSE
1225,HLMA,LSE
1226,SMWH,LSE
1227,WKP,LSE
1228,HSV,LSE
1229,PNN,LSE
1230,BWNG,LSE
1231,TEP,LSE
1232,MNKS,LSE
1233,FCIT,LSE
1234,PAG.L,LSE
1235,CWK,LSE
1236,BME.L,LSE
1237,BGEO,LSE
1238,BYG,LSE
1239,PAY,LSE
1240,MTO,LSE
1241,JD.L,LSE
1242,MRC,LSE
1243,ECM,LSE
1244,AGR.L,LSE
1245,TEM,LSE
1246,INDV,LSE
1247,3IN,LSE
1248,ICP.L,LSE
1249,SHB,LSE
1250,PETS,LSE
1251,NRR,LSE
1252,TBCG,LSE
1253,VCT,LSE
1254,SPI,LSE
1255,GRI,LSE
1256,CSP,LSE
1257,GPOR,LSE
1258,GNC.L,LSE
1259,SSPG,LSE
1260,BVIC,LSE
1261,MAB,LSE
1262,DPLM,LSE
1263,ERM,LSE
1264,MARS,LSE
1265,BRW,LSE
1266,BWY,LSE
1267,TED,LSE
1268,BAG,LSE
1269,SAGA,LSE
1270,JUST,LSE
1271,CARD,LSE
1272,JDW,LSE
1273,INPP,LSE
1274,SNN,LSE
1275,ENT,LSE
1276,KIE,LSE
1277,SCT,LSE
1278,GOG,LSE
1279,CBG,LSE
1280,DNLM,LSE
1281,VTY,LSE
1282,GFRD,LSE
1283,ASHM,LSE
1284,GNS,LSE
1285,SRP,LSE
1286,PDL,LSE
1287,NOG,LSE
1288,HVPE,LSE
1289,FGP,LSE
1290,CNE,LSE
1291,FEML,LSE
1292,WIZZ,LSE
1293,OCDO,LSE
1294,MTRO,LSE
1295,AVV,LSE
1296,PSH,LSE
1297,VMUK,LSE
1298,IPO,LSE
1299,VOF,LSE
1300,TIFS,LSE
1301,SDRY,LSE
1302,SEQI,LSE
1303,SDP,LSE
1304,RHIM,LSE
1305,RWI,LSE
1306,PFG.L,LSE
1307,PHP,LSE
1308,PIN,LSE
1309,OTB,LSE
1310,JEO,LSE
1311,GAW,LSE
1312,EQN,LSE
1313,DGN,LSE
1314,CTEC,LSE
1315,GLO,LSE
1316,BAKK,LSE
1317,888,LSE
1318,SPT.L,LSE
1319,SPY5.L,LSE
1320,UDVD,LSE
1321,SPY,NYSE
1322,EEM,NYSE
1323,GDX,NYSE
1324,EWJ,NYSE
1325,XLF,NYSE
1326,IWM,NYSE
1327,QQQ,Nasdaq
1328,USO,NYSE
1329,XLE,NYSE
1330,EFA,NYSE
1331,FXI,NYSE
1332,RSX,Nasdaq
1333,EWZ,NYSE
1334,XLU,NYSE
1335,GDXJ,NYSE
1336,IYR,NYSE
1337,XOP,NYSE
1338,XLV,NYSE
1339,UNG,NYSE
1340,XLI,NYSE
1341,TLT,Nasdaq
1342,XLK,NYSE
1343,XLP,NYSE
1344,HYG,NYSE
1345,XLY,NYSE
1346,GLD,NYSE
1347,DIA,NYSE
1348,SSO,NYSE
1349,IBB,Nasdaq
1350,MDY,NYSE
1351,LQDE,LSE
1352,IAEX,LSE
1353,IAPD,LSE
1354,SWDA,LSE
1355,IEML,LSE
1356,ISF,LSE
1357,IFFF,LSE
1358,IBZL,LSE
1359,IDEM,LSE
1360,IMEU,LSE
1361,IJPE,LSE
1362,ITWN,LSE
1363,IUSA,LSE
1364,IUKP,LSE
1365,SHY,Nasdaq
1366,IEF,Nasdaq
1367,DBA,NYSE
1368,CORN,NYSE
1369,WEAT,NYSE
1370,UGA,NYSE
1371,RWR,NYSE
1372,EWY,NYSE
1373,EWW,NYSE
1374,EWT,NYSE
1375,LQD,NYSE
1376,BOND,NYSE
1377,IVV,NYSE
1378,IEFA,CBOE
1379,AGG,NYSE
1380,IEMG,NYSE
1381,IJH,NYSE
1382,IJR,NYSE
1383,ITOT,NYSE
1384,IXUS,NASDAQ
1385,HDV,NYSE
1386,IUSG,NASDAQ
1387,IUSV,NASDAQ
1388,DGRO,NYSE
1389,IEUR,NYSE
1390,IUSB,NASDAQ
1391,ISTB,NASDAQ
1392,AOR,NYSE
1393,IPAC,NYSE
1394,IDEV,NYSE
1395,AOA,NYSE
1396,IAGG,CBOE
1397,USRT,NYSE
1398,AOK,NYSE
1399,ILTB,NYSE
1400,IMTB,NYSE
1401,VXX,Nasdaq
1402,AMZA,NYSE
1403,ARKF,NYSE
1404,ARKK,NYSE
1405,ARKW,NYSE
1406,BAR,NYSE
1407,BLOK,NYSE
1408,BLV,NYSE
1409,BRZU,NYSE
1410,CQQQ,NYSE
1411,DBO,NYSE
1412,DFEN,NYSE
1413,DIV,NYSE
1414,DJP,NYSE
1415,DRIP,NYSE
1416,DUST,NYSE
1417,ERX,NYSE
1418,EWL,NYSE
1419,EWN,NYSE
1420,FAS,NYSE
1421,FIVG,NYSE
1422,FNGU,NYSE
1423,FREL,NYSE
1424,FTEC,NYSE
1425,GLDM,NYSE
1426,GUSH,NYSE
1427,IHI,NYSE
1428,IXJ,NYSE
1429,JDST,NYSE
1430,JETS,NYSE
1431,JNUG,NYSE
1432,LABD,NYSE
1433,LABU.US,NYSE
1434,LIT,NYSE
1435,NAIL,NYSE
1436,NRGU,NYSE
1437,NUGT,NYSE
1438,OIH,NYSE
1439,OUSA,Nasdaq
1440,PALL,NYSE
1441,PGX,NYSE
1442,PHYS,NYSE
1443,PPLT,NYSE
1444,PSLV,NYSE
1445,REET,NYSE
1446,REML,NYSE
1447,SCHD,NYSE
1448,SCHE,NYSE
1449,SCHF,NYSE
1450,SCHX,NYSE
1451,SDIV,NYSE
1452,SDOW,NYSE
1453,SDS,NYSE
1454,SH,NYSE
1455,SOXL,NYSE
1456,SOXS,NYSE
1457,SPGP.L,LSE
1458,SPHD,NYSE
1459,SPXL,NYSE
1460,SPXS,NYSE
1461,SPXU,NYSE
1462,SPYD,NYSE
1463,SPYG,NYSE
1464,SRTY,NYSE
1465,SVXY,Nasdaq
1466,TAN,NYSE
1467,THD,NYSE
1468,TMF,NYSE
1469,TNA,NYSE
1470,UCO,NYSE
1471,UDOW,NYSE
1472,UPRO,NYSE
1473,USL,NYSE
1474,UVXY,Nasdaq
1475,VB,NYSE
1476,VBK,NYSE
1477,VBR,NYSE
1478,VFH,NYSE
1479,VHT,NYSE
1480,VIG,NYSE
1481,VO,NYSE
1482,VOOG,NYSE
1483,VOOV,NYSE
1484,VOX,NYSE
1485,VT.US,NYSE
1486,VTEB,NYSE
1487,YINN,NYSE
1488,GOLD,NYSE
1489,ACWI,NASDAQ
1490,AGRO,NYSE
1491,AKAM,NASDAQ
1492,ALLE,NYSE
1493,AMG,NYSE
1494,AN,NYSE
1495,ANSS,NASDAQ
1496,AXTA,NYSE
1497,BB,NYSE
1498,BSAC,NYSE
1499,BUD,NYSE
1500,CERN,NASDAQ
1501,CHDN,NASDAQ
1502,CIT,NYSE
1503,CME,NASDAQ
1504,COO,NYSE
1505,CRI,NYSE
1506,UNIT,NASDAQ
1507,CVI.N,NYSE
1508,CYBR,NASDAQ
1509,DCI,NYSE
1510,DNOW,NYSE
1511,DPZ,NYSE
1512,EAT,NYSE
1513,EPC,NYSE
1514,ESNT,NYSE
1515,MNDT,NASDAQ
1516,FLO,NYSE
1517,FLT,NYSE
1518,FTV,NYSE
1519,GDDY,NYSE
1520,GHC,NYSE
1521,GIB,NYSE
1522,GLPI,NASDAQ
1523,GRMN,NASDAQ
1524,GSAT,NYSE
1525,HAIN,NASDAQ
1526,HLF,NYSE
1527,HRI,NYSE
1528,HSY,NYSE
1529,HTZZ,NYSE
1530,HUBS,NYSE
1531,IBKR,NASDAQ
1532,ICPT,NASDAQ
1533,ILMN,NASDAQ
1534,INCY,NASDAQ
1535,INFY,NYSE
1536,IONS,NASDAQ
1537,IPGP,NASDAQ
1538,TT,NYSE
1539,JAZZ,NASDAQ
1540,KHC,NASDAQ
1541,KRO,NYSE
1542,LAMR,NASDAQ
1543,LBTYA,NASDAQ
1544,LBTYK,NASDAQ
1545,LILA,NASDAQ
1546,LNG,NYSE
1547,LSXMA,NASDAQ
1548,MAA,NYSE
1549,MCO,NYSE
1550,MELI,NASDAQ
1551,WBT,NYSE
1552,MMYT,NASDAQ
1553,MNST,NASDAQ
1554,MWA,NYSE
1555,MXL,NYSE
1556,NATI,NASDAQ
1557,NEWR,NYSE
1558,NLSN,NYSE
1559,NUAN,NASDAQ
1560,NXPI,NASDAQ
1561,PAM,NYSE
1562,PANW,NYSE
1563,PBYI,Nasdaq
1564,POWI,NASDAQ
1565,PPC,NASDAQ
1566,PRGO,NYSE
1567,QSR,NYSE
1568,RIG,NYSE
1569,ROP,NYSE
1570,SAVE,NYSE
1571,SBAC,NASDAQ
1572,SBNY,NASDAQ
1573,SCI,NYSE
1574,SEIC,NASDAQ
1575,TMX,NYSE
1576,SGEN,NASDAQ
1577,SHOP,NYSE
1578,SIG,NYSE
1579,SRCL,NASDAQ
1580,ST,NYSE
1581,SU,NYSE
1582,SWBI,NASDAQ
1583,SWKS,NASDAQ
1584,SYNA,NASDAQ
1585,TDG,NYSE
1586,TPH,NYSE
1587,TPX,NYSE
1588,TRMB,NASDAQ
1589,UA,NYSE
1590,UI,NYSE
1591,VIAV,NASDAQ
1592,VIPS,NYSE
1593,VMW,NYSE
1594,VRSK,NASDAQ
1595,VRSN,NASDAQ
1596,VRTX,NASDAQ
1597,BHC,NYSE
1598,VSTO,NYSE
1599,W,NYSE
1600,WAT,NYSE
1601,WLTW,NASDAQ
1602,XRAY,NASDAQ
1603,YELP,NYSE
1604,ZEN,NYSE
1605,ZTS,NYSE
1606,BYD,NYSE
1607,SIX,NYSE
1608,WEN,NASDAQ
1609,CC,NYSE
1610,LAZ,NYSE
1611,CACC,NASDAQ
1612,RNR,NYSE
1613,AON,NYSE
1614,COMM,NASDAQ
1615,SBH,NYSE
1616,POST,NYSE
1617,OUT,NYSE
1618,MMI,NYSE
1619,FAST,NASDAQ
1620,CCU,NYSE
1621,FCPT,NYSE
1622,RMAX,NYSE
1623,AMP.MI,Borsa Italiana
1624,BGN.MI,Borsa Italiana
1625,BAMI,Borsa Italiana
1626,BRE.MI,Borsa Italiana
1627,DIA.MI,Borsa Italiana
1628,FBK.MI,Borsa Italiana
1629,IG.MI,Borsa Italiana
1630,JUVE.MI,Borsa Italiana
1631,PIRC.MI,Borsa Italiana
1632,PST.MI,Borsa Italiana
1633,REC.MI,Borsa Italiana
1634,UNI.MI,Borsa Italiana
1635,RDS.A,NYSE
1636,NVS,NYSE
1637,BHP,NYSE
1638,AVGO,NASDAQ
1639,VTI,NYSE
1640,VOO,NYSE
1641,AZN,Nasdaq
1642,RIO,NYSE
1643,LIN,NYSE
1644,PBR.A,NYSE
1645,BTI,NYSE
1646,ASML,NASDAQ
1647,DD,NYSE
1648,ITUB,NYSE
1649,ENB,NYSE
1650,VEA,NYSE
1651,ABEV,NYSE
1652,BBD,NYSE
1653,ISRG,NASDAQ
1654,VWO,NYSE
1655,SLB,NYSE
1656,TMUS,NASDAQ
1657,CCI,NYSE
1658,OXY,NYSE
1659,VTV,NYSE
1660,PLD,NYSE
1661,NOW,NYSE
1662,DELL,NYSE
1663,IWF,NYSE
1664,WDAY,NASDAQ
1665,ADI,NASDAQ
1666,EW,NYSE
1667,PRU,NYSE
1668,VUG,NYSE
1669,EQIX,NASDAQ
1670,IWD,NYSE
1671,PSA,NYSE
1672,BND,NASDAQ
1673,CCL,NYSE
1674,ETN,NYSE
1675,VNQ,NYSE
1676,LYB,NYSE
1677,XLNX,NASDAQ
1678,WELL,NYSE
1679,PAYX,NASDAQ
1680,SIRI,NASDAQ
1681,AVB,NYSE
1682,EQR,NYSE
1683,TEAM,NASDAQ
1684,BKR,NYSE
1685,DLR,NYSE
1686,ZBH,NYSE
1687,USMV,Nasdaq
1688,RCL,NYSE
1689,ANET,NYSE
1690,VCSH,NASDAQ
1691,BSV,NYSE
1692,ADM,NYSE
1693,VEU,NYSE
1694,ALGN,NASDAQ
1695,SYF,NYSE
1696,IVW,NYSE
1697,VCIT,NASDAQ
1698,DTE,NYSE
1699,VTR,NYSE
1700,INFO,NYSE
1701,APTV,NYSE
1702,O,NYSE
1703,LULU,NASDAQ
1704,GPN,NYSE
1705,TIP,NYSE
1706,HPE,NYSE
1707,MCHP,NASDAQ
1708,BXP,NYSE
1709,TAL,NYSE
1710,ULTA,NASDAQ
1711,KLAC,NASDAQ
1712,VGT,NYSE
1713,IWB,NYSE
1714,IDXX,NASDAQ
1715,SHV,NASDAQ
1716,SPLK,NASDAQ
1717,VEEV,NYSE
1718,IWR,NYSE
1719,AWK,NYSE
1720,CDNS,NASDAQ
1721,IAC,NASDAQ
1722,CHD,NYSE
1723,SNPS,NASDAQ
1724,DXC,NYSE
1725,MSCI,NYSE
1726,FRC,NYSE
1727,EMB,NASDAQ
1728,YUMC,NYSE
1729,TEVA,NYSE
1730,KEYS,NYSE
1731,FANG,NASDAQ
1732,TWLO,NYSE
1733,ATUS,NYSE
1734,VMC,NYSE
1735,CFG,NYSE
1736,FTNT,NASDAQ
1737,CGC,Nasdaq
1738,PFF,NASDAQ
1739,EVRG,NYSE
1740,NLY,NYSE
1741,EDU,NYSE
1742,IFF,NYSE
1743,VTRS,NASDAQ
1744,HBAN,NASDAQ
1745,MRO,NYSE
1746,STX,NASDAQ
1747,VGK,NYSE
1748,MRVL,NASDAQ
1749,CTXS,NASDAQ
1750,TRU,NYSE
1751,ABMD,NASDAQ
1752,VST,NYSE
1753,MLM,NYSE
1754,IAU,NYSE
1755,BR,NYSE
1756,NCLH,NYSE
1757,SIVB,NASDAQ
1758,WAB,NYSE
1759,CMA,NYSE
1760,ELAN,NYSE
1761,TSCO,NASDAQ
1762,KSU,NYSE
1763,MINT,NYSE
1764,EXAS,NASDAQ
1765,PAYC,NYSE
1766,CTRA,NYSE
1767,STNE,NASDAQ
1768,LW,NYSE
1769,DXCM,NASDAQ
1770,QUAL,Nasdaq
1771,OVV,NYSE
1772,WRK,NYSE
1773,SPLV,NYSE
1774,OKTA,NASDAQ
1775,FFIV,NASDAQ
1776,JNK,NYSE
1777,ADS,NYSE
1778,IWO,NYSE
1779,AMLP,NYSE
1780,IWN,NYSE
1781,ON,NASDAQ
1782,DOCU,NASDAQ
1783,TTD,NASDAQ
1784,SRPT,NASDAQ
1785,ZION,NASDAQ
1786,MTUM,Nasdaq
1787,ZS,NASDAQ
1788,CVNA,NYSE
1789,GWRE,NYSE
1790,MDB,NASDAQ
1791,BIL,NYSE
1792,OLED,NASDAQ
1793,ROKU,NASDAQ
1794,EZU,Nasdaq
1795,FIVE,NASDAQ
1796,NTNX,NASDAQ
1797,XPO,NYSE
1798,GH,NASDAQ
1799,CIEN,NYSE
1800,COUP,NASDAQ
1801,XLC,NYSE
1802,BKLN,NYSE
1803,INDA,Nasdaq
1804,SLV,NYSE
1805,XBI,NYSE
1806,MCHI,NASDAQ
1807,AAXJ,NASDAQ
1808,LITE,NASDAQ
1809,BHF,NASDAQ
1810,XLB,NYSE
1811,TNDM,NASDAQ
1812,EWH,NYSE
1813,XLRE,NYSE
1814,KRE,NYSE
1815,WLL,NYSE
1816,FEZ,NYSE
1817,EWG,NYSE
1818,ASHR,NYSE
1819,RH,NYSE
1820,KBE,NYSE
1821,KWEB,NYSE
1822,LNT,Nasdaq
1823,JKHY,NASDAQ
1824,XS6R.L,LSE
1825,XDJP.L,LSE
1826,SQQQ,NASDAQ
1827,TZA,NYSE
1828,FAZ,NYSE
1829,SOXX,NASDAQ
1830,SCO,NYSE
1831,TQQQ,NASDAQ
1832,SKYY,NASDAQ
1833,XCX5.L,LSE
1834,TSM,NYSE
1835,TME,NYSE
1836,PDD,NASDAQ
1837,WB,NASDAQ
1838,BILI,NASDAQ
1839,NIO,NYSE
1840,VOE,NYSE
1841,IWS,NYSE
1842,IJJ,NYSE
1843,MUB,NYSE
1844,VTIP,Nasdaq
1845,JPST,CBOE
1846,BNDX,Nasdaq
1847,NIU,Nasdaq
1848,AALB.NV,Euronext Amsterdam
1849,ABN.NV,Euronext Amsterdam
1850,ADYEN.NV,Euronext Amsterdam
1851,AGN.NV,Euronext Amsterdam
1852,AKZA.NV,Euronext Amsterdam
1853,AMG.NV,Euronext Amsterdam
1854,ARCAD.NV,Euronext Amsterdam
1855,ASM.NV,Euronext Amsterdam
1856,ASML.NV,Euronext Amsterdam
1857,ASRNL.NV,Euronext Amsterdam
1858,BESI.NV,Euronext Amsterdam
1859,BOKA.NV,Euronext Amsterdam
1860,DSM.NV,Euronext Amsterdam
1861,FLOW.NV,Euronext Amsterdam
1862,GVNV.NV,Euronext Amsterdam
1863,HEIA.NV,Euronext Amsterdam
1864,HEIO.NV,Euronext Amsterdam
1865,IMCD.NV,Euronext Amsterdam
1866,INTER.NV,Euronext Amsterdam
1867,KPN.NV,Euronext Amsterdam
1868,NN.NV,Euronext Amsterdam
1869,OCI.NV,Euronext Amsterdam
1870,PHIA.NV,Euronext Amsterdam
1871,PNL.NV,Euronext Amsterdam
1872,RAND.NV,Euronext Amsterdam
1873,SBMO.NV,Euronext Amsterdam
1874,LIGHT.NV,Euronext Amsterdam
1875,TKWY.NV,Euronext Amsterdam
1876,TWEKA.NV,Euronext Amsterdam
1877,TOM2.NV,Euronext Amsterdam
1878,VPK.NV,Euronext Amsterdam
1879,WHA.NV,Euronext Amsterdam
1880,WKL.NV,Euronext Amsterdam
1881,AD.NV,Euronext Amsterdam
1882,ATO.PA,Euronext Paris
1883,DSY.PA,Euronext Paris
1884,SW.PA,Euronext Paris
1885,STM.PA,Euronext Paris
1886,FTI.PA,Euronext Paris
1887,AF.PA,Euronext Paris
1888,AMUN.PA,Euronext Paris
1889,BB.PA,Euronext Paris
1890,BIM.PA,Euronext Paris
1891,BOL.PA,Euronext Paris
1892,BVI.PA,Euronext Paris
1893,CO.PA,Euronext Paris
1894,CNP.PA,Euronext Paris
1895,AM.PA,Euronext Paris
1896,FGR.PA,Euronext Paris
1897,ELIOR.PA,Euronext Paris
1898,ERF.PA,Euronext Paris
1899,ENX.PA,Euronext Paris
1900,FNAC.PA,Euronext Paris
1901,GNFT.PA,Euronext Paris
1902,GET.PA,Euronext Paris
1903,ADP.PA,Euronext Paris
1904,IPN.PA,Euronext Paris
1905,LI.PA,Euronext Paris
1906,MMB.PA,Euronext Paris
1907,MMT.PA,Euronext Paris
1908,NXI.PA,Euronext Paris
1909,POM.PA,Euronext Paris
1910,RCO.PA,Euronext Paris
1911,SK.PA,Euronext Paris
1912,SOP.PA,Euronext Paris
1913,SEV.PA,Euronext Paris
1914,TKTT.PA,Euronext Paris
1915,TCH.PA,Euronext Paris
1916,TFI.PA,Euronext Paris
1917,HO.PA,Euronext Paris
1918,TRI.PA,Euronext Paris
1919,UBI.PA,Euronext Paris
1920,VK.PA,Euronext Paris
1921,CDI.PA,Euronext Paris
1922,FSLY,NYSE
1923,GRWG,Nasdaq
1924,RPAY,Nasdaq
1925,NNOX,Nasdaq
1926,DOX,Nasdaq
1927,API,Nasdaq
1928,COHR,Nasdaq
1929,CRSR,Nasdaq
1930,CVET,Nasdaq
1931,ENTG,Nasdaq
1932,KC,Nasdaq
1933,MGNI,Nasdaq
1934,MANH,Nasdaq
1935,MIDD.US,Nasdaq
1936,ACI,NYSE
1937,BILL,NYSE
1938,DG.US,NYSE
1939,DT,NYSE
1940,ITT,NYSE
1941,KEX,NYSE
1942,RKT,NYSE
1943,FOUR,NYSE
1944,ASX,NYSE
1945,PLUS,LSE
1946,CMCX,LSE
1947,FVRR,NYSE
1948,CHWY,NYSE
1949,CRWD,Nasdaq
1950,FTCH,NYSE
1951,ACX.MC,Bolsa De Madrid
1952,AENA.MC,Bolsa De Madrid
1953,ALM.MC,Bolsa De Madrid
1954,APPS.MC,Bolsa De Madrid
1955,ENC.MC,Bolsa De Madrid
1956,GEST.MC,Bolsa De Madrid
1957,LOG.MC,Bolsa De Madrid
1958,MEL.MC,Bolsa De Madrid
1959,PHM.MC,Bolsa De Madrid
1960,PSG.MC,Bolsa De Madrid
1961,UNI.MC,Bolsa De Madrid
1962,VIS.MC,Bolsa De Madrid
1963,AKA.PA,Euronext Paris
1964,DBV.PA,Euronext Paris
1965,IRE.MI,Borsa Italiana
1966,MAERSKB.CO,Copenhagen Stock Exchange
1967,CGCBV.HE,Helsinki Stock Exchange
1968,HUH1V.HE,Helsinki Stock Exchange
1969,METSB.HE,Helsinki Stock Exchange
1970,NOKIA.HE,Helsinki Stock Exchange
1971,OUT1V.HE,Helsinki Stock Exchange
1972,MOCORP.HE,Helsinki Stock Exchange
1973,AMS.ZU,SIX
1974,LAND.ZU,SIX
1975,UBXN.ZU,SIX
1976,DAE.ZU,SIX
1977,SRAIL.ZU,SIX
1978,S92.DE,FRA
1979,KTOS,Nasdaq
1980,AMBA,Nasdaq
1981,HEI,NYSE
1982,AVAV,Nasdaq
1983,PARRO.PA,Euronext Paris
1984,DOYU,Nasdaq
1985,Ryanair,LSE
1986,CLA.PA,Euronext Paris
1987,HTZZW,OTC Markets Stock Exchange
1988,DEN,NYSE
1989,QFIN,Nasdaq
1990,ALRM,Nasdaq
1991,AVID,Nasdaq
1992,AXGN,Nasdaq
1993,BLDP,Nasdaq
1994,CAMP,Nasdaq
1995,CSIQ,Nasdaq
1996,CEVA,Nasdaq
1997,CNMD,NYSE
1998,WOLF,Nasdaq
1999,DENN,Nasdaq
2000,ENPH,Nasdaq
2001,EEFT,Nasdaq
2002,FLEX,Nasdaq
2003,FOSL,Nasdaq
2004,GNTX,Nasdaq
2005,PI,Nasdaq
2006,PODD,Nasdaq
2007,IDCC,Nasdaq
2008,IRTC,Nasdaq
2009,IRBT,Nasdaq
2010,JOUT,Nasdaq
2011,MASI,Nasdaq
2012,NUVA,Nasdaq
2013,POOL,Nasdaq
2014,PTC,Nasdaq
2015,QRVO,Nasdaq
2016,QTT,Nasdaq
2017,SMTC,Nasdaq
2018,SLAB,Nasdaq
2019,RUN,Nasdaq
2020,UEIC,Nasdaq
2021,ZBRA,Nasdaq
2022,JMIA,NYSE
2023,FDS,NYSE
2024,XXII,Nasdaq
2025,DDD,NYSE
2026,AYI,NYSE
2027,ADT,NYSE
2028,AYX,NYSE
2029,BFAM,NYSE
2030,CIG,NYSE
2031,HAE,NYSE
2032,ZEPP,NYSE
2033,HUBB,NYSE
2034,IIPR,NYSE
2035,INSP,NYSE
2036,LTC.US,NYSE
2037,MX,NYSE
2038,MAIN,NYSE
2039,MD,NYSE
2040,NPTN,NYSE
2041,ORA.US,NYSE
2042,QD,NYSE
2043,STAG,NYSE
2044,STOR,NYSE
2045,TEL.US,NYSE
2046,WW,Nasdaq
2047,WGO,NYSE
2048,ASXC,NYSE
2049,FLWS,Nasdaq
2050,APRN,NYSE
2051,CBRL,Nasdaq
2052,JBT,NYSE
2053,PZZA,Nasdaq
2054,PFGC,NYSE
2055,SFM,Nasdaq
2056,THS,NYSE
2057,USFD,NYSE
2058,NET,NYSE
2059,PTON,Nasdaq
2060,JFU,Nasdaq
2061,HER.MI,Borsa Italiana
2062,IP.MI,Borsa Italiana
2063,AMBUB.CO,Copenhagen Stock Exchange
2064,FLS.CO,Copenhagen Stock Exchange
2065,GN.CO,Copenhagen Stock Exchange
2066,JYSK.CO,Copenhagen Stock Exchange
2067,ROCKB.CO,Copenhagen Stock Exchange
2068,RBREW.CO,Copenhagen Stock Exchange
2069,SIM.CO,Copenhagen Stock Exchange
2070,GLPG.NV,Euronext Amsterdam
2071,INGA.NV,Euronext Amsterdam
2072,ACKB.BR,Euronext Brussels
2073,AGS.BR,Euronext Brussels
2074,ABI.BR,Euronext Brussels
2075,ARGX.BR,Euronext Brussels
2076,COLR.BR,Euronext Brussels
2077,GBLB.BR,Euronext Brussels
2078,KBC.BR,Euronext Brussels
2079,PROX.BR,Euronext Brussels
2080,SOF.BR,Euronext Brussels
2081,TNET.BR,Euronext Brussels
2082,UCB.BR,Euronext Brussels
2083,UMI.BR,Euronext Brussels
2084,WDP.BR,Euronext Brussels
2085,AED.PA,Euronext Paris
2086,COFB.PA,Euronext Paris
2087,BCP.LSB,Euronext Lisbon
2088,EDP.LSB,Euronext Lisbon
2089,JMT.LSB,Euronext Lisbon
2090,ATE.PA,Euronext Paris
2091,AKE.PA,Euronext Paris
2092,COV.PA,Euronext Paris
2093,EDEN.PA,Euronext Paris
2094,ELIS.PA,Euronext Paris
2095,RF.PA,Euronext Paris
2096,ETL.PA,Euronext Paris
2097,EO.PA,Euronext Paris
2098,GFC.PA,Euronext Paris
2099,ICAD.PA,Euronext Paris
2100,NK.PA,Euronext Paris
2101,DEC.PA,Euronext Paris
2102,ORP.PA,Euronext Paris
